

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 3.70000E+06 eV

  ONLY INNER PHASE SHIFTS ARE TABULATED

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  9.750E-03 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E+00 3.32841E-18  0.000E+00 ( 1.610E-09,-8.584E-10) ( 1.234E-11,-6.576E-12)  8.38E-05
  1.100E+00 2.27355E-18  0.000E+00 ( 1.338E-09,-6.945E-10) ( 1.129E-11,-5.853E-12)  6.29E-05
  1.200E+00 1.60559E-18  0.000E+00 ( 1.131E-09,-5.721E-10) ( 1.041E-11,-5.273E-12)  3.44E-05
  1.300E+00 1.16585E-18  0.000E+00 ( 9.679E-10,-4.784E-10) ( 9.643E-12,-4.761E-12)  7.07E-06
  1.400E+00 8.66901E-19  0.000E+00 ( 8.382E-10,-4.052E-10) ( 9.005E-12,-4.356E-12)  1.39E-05
  1.500E+00 6.57943E-19  0.000E+00 ( 7.331E-10,-3.470E-10) ( 8.431E-12,-3.989E-12)  2.45E-05
  1.600E+00 5.08310E-19  0.000E+00 ( 6.466E-10,-3.001E-10) ( 7.936E-12,-3.684E-12)  2.60E-05
  1.700E+00 3.98920E-19  0.000E+00 ( 5.747E-10,-2.618E-10) ( 7.494E-12,-3.414E-12)  2.08E-05
  1.800E+00 3.17431E-19  0.000E+00 ( 5.142E-10,-2.301E-10) ( 7.098E-12,-3.175E-12)  1.18E-05
  1.900E+00 2.55736E-19  0.000E+00 ( 4.629E-10,-2.036E-10) ( 6.746E-12,-2.968E-12)  2.00E-06
  2.000E+00 2.08329E-19  0.000E+00 ( 4.189E-10,-1.812E-10) ( 6.424E-12,-2.778E-12)  6.39E-06
  2.100E+00 1.71417E-19  0.000E+00 ( 3.809E-10,-1.622E-10) ( 6.135E-12,-2.613E-12)  1.10E-05
  2.200E+00 1.42334E-19  0.000E+00 ( 3.479E-10,-1.459E-10) ( 5.870E-12,-2.461E-12)  1.18E-05
  2.300E+00 1.19164E-19  0.000E+00 ( 3.190E-10,-1.318E-10) ( 5.627E-12,-2.325E-12)  9.56E-06
  2.400E+00 1.00526E-19  0.000E+00 ( 2.936E-10,-1.196E-10) ( 5.405E-12,-2.202E-12)  5.39E-06
  2.500E+00 8.53931E-20  0.000E+00 ( 2.711E-10,-1.089E-10) ( 5.198E-12,-2.088E-12)  6.28E-07
  2.600E+00 7.30048E-20  0.000E+00 ( 2.511E-10,-9.955E-11) ( 5.009E-12,-1.986E-12)  3.67E-06
  2.700E+00 6.27845E-20  0.000E+00 ( 2.333E-10,-9.128E-11) ( 4.832E-12,-1.890E-12)  6.03E-06
  2.800E+00 5.42919E-20  0.000E+00 ( 2.173E-10,-8.395E-11) ( 4.667E-12,-1.803E-12)  6.44E-06
  2.900E+00 4.71887E-20  0.000E+00 ( 2.029E-10,-7.743E-11) ( 4.514E-12,-1.723E-12)  5.22E-06
  3.000E+00 4.12102E-20  0.000E+00 ( 1.899E-10,-7.160E-11) ( 4.370E-12,-1.648E-12)  2.87E-06
  3.100E+00 3.61496E-20  0.000E+00 ( 1.781E-10,-6.637E-11) ( 4.236E-12,-1.579E-12)  1.45E-07
  3.200E+00 3.18428E-20  0.000E+00 ( 1.674E-10,-6.167E-11) ( 4.109E-12,-1.514E-12)  2.39E-06
  3.300E+00 2.81588E-20  0.000E+00 ( 1.576E-10,-5.742E-11) ( 3.990E-12,-1.454E-12)  3.75E-06
  3.400E+00 2.49928E-20  0.000E+00 ( 1.487E-10,-5.357E-11) ( 3.878E-12,-1.397E-12)  3.95E-06
  3.500E+00 2.22596E-20  0.000E+00 ( 1.405E-10,-5.008E-11) ( 3.772E-12,-1.345E-12)  3.17E-06
  3.600E+00 1.98902E-20  0.000E+00 ( 1.330E-10,-4.689E-11) ( 3.672E-12,-1.295E-12)  1.68E-06
  3.700E+00 1.78279E-20  0.000E+00 ( 1.260E-10,-4.399E-11) ( 3.577E-12,-1.249E-12)  2.10E-07
  3.800E+00 1.60262E-20  0.000E+00 ( 1.196E-10,-4.133E-11) ( 3.487E-12,-1.205E-12)  1.68E-06
  3.900E+00 1.44466E-20  0.000E+00 ( 1.137E-10,-3.889E-11) ( 3.401E-12,-1.164E-12)  2.53E-06
  4.000E+00 1.30569E-20  0.000E+00 ( 1.082E-10,-3.665E-11) ( 3.320E-12,-1.125E-12)  2.61E-06
  4.100E+00 1.18305E-20  0.000E+00 ( 1.031E-10,-3.459E-11) ( 3.242E-12,-1.088E-12)  2.07E-06
  4.200E+00 1.07448E-20  0.000E+00 ( 9.831E-11,-3.269E-11) ( 3.168E-12,-1.053E-12)  1.05E-06
  4.300E+00 9.78091E-21  0.000E+00 ( 9.388E-11,-3.092E-11) ( 3.098E-12,-1.020E-12)  2.58E-07
  4.400E+00 8.92276E-21  0.000E+00 ( 8.975E-11,-2.929E-11) ( 3.030E-12,-9.891E-13)  1.25E-06
  4.500E+00 8.15673E-21  0.000E+00 ( 8.588E-11,-2.778E-11) ( 2.966E-12,-9.594E-13)  1.80E-06
  4.600E+00 7.47122E-21  0.000E+00 ( 8.226E-11,-2.637E-11) ( 2.904E-12,-9.311E-13)  1.83E-06
  4.700E+00 6.85625E-21  0.000E+00 ( 7.886E-11,-2.507E-11) ( 2.844E-12,-9.041E-13)  1.42E-06
  4.800E+00 6.30331E-21  0.000E+00 ( 7.567E-11,-2.385E-11) ( 2.788E-12,-8.785E-13)  6.82E-07
  4.900E+00 5.80503E-21  0.000E+00 ( 7.267E-11,-2.271E-11) ( 2.733E-12,-8.540E-13)  2.67E-07
  5.000E+00 5.35505E-21  0.000E+00 ( 6.985E-11,-2.164E-11) ( 2.680E-12,-8.306E-13)  9.63E-07
  5.100E+00 4.94786E-21  0.000E+00 ( 6.719E-11,-2.065E-11) ( 2.630E-12,-8.082E-13)  1.34E-06
  5.200E+00 4.57866E-21  0.000E+00 ( 6.467E-11,-1.971E-11) ( 2.581E-12,-7.869E-13)  1.33E-06
  5.300E+00 4.24329E-21  0.000E+00 ( 6.230E-11,-1.884E-11) ( 2.534E-12,-7.664E-13)  1.01E-06
  5.400E+00 3.93808E-21  0.000E+00 ( 6.006E-11,-1.802E-11) ( 2.489E-12,-7.468E-13)  4.55E-07
  5.500E+00 3.65985E-21  0.000E+00 ( 5.793E-11,-1.724E-11) ( 2.446E-12,-7.280E-13)  2.59E-07
  5.600E+00 3.40576E-21  0.000E+00 ( 5.592E-11,-1.651E-11) ( 2.404E-12,-7.100E-13)  7.65E-07
  5.700E+00 3.17336E-21  0.000E+00 ( 5.401E-11,-1.583E-11) ( 2.363E-12,-6.927E-13)  1.02E-06
  5.800E+00 2.96047E-21  0.000E+00 ( 5.219E-11,-1.518E-11) ( 2.324E-12,-6.760E-13)  1.00E-06
  5.900E+00 2.76513E-21  0.000E+00 ( 5.047E-11,-1.457E-11) ( 2.286E-12,-6.600E-13)  7.43E-07
  6.000E+00 2.58566E-21  0.000E+00 ( 4.883E-11,-1.399E-11) ( 2.249E-12,-6.446E-13)  3.09E-07
  6.100E+00 2.42052E-21  0.000E+00 ( 4.727E-11,-1.345E-11) ( 2.214E-12,-6.298E-13)  2.45E-07
  6.200E+00 2.26836E-21  0.000E+00 ( 4.578E-11,-1.293E-11) ( 2.179E-12,-6.155E-13)  6.22E-07
  6.300E+00 2.12798E-21  0.000E+00 ( 4.437E-11,-1.244E-11) ( 2.146E-12,-6.017E-13)  8.03E-07
