

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 3.70000E+06 eV

  ONLY INNER PHASE SHIFTS ARE TABULATED

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.12890392E-05      0.00000000E+00
       1     -8.17248395E-09     -3.23804056E-05
       2     -1.38677651E-12     -6.40575440E-09
       3      0.00000000E+00     -1.08681982E-12
       4      0.00000000E+00      0.00000000E+00
       5      0.00000000E+00      0.00000000E+00
       6      0.00000000E+00      0.00000000E+00
       7      0.00000000E+00      0.00000000E+00
       8      0.00000000E+00      0.00000000E+00
       9      0.00000000E+00      0.00000000E+00
      10      0.00000000E+00      0.00000000E+00
      11      0.00000000E+00      0.00000000E+00


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
  9.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E+00 2.54787E-18  0.000E+00 ( 1.452E-09,-6.634E-10) ( 1.113E-11,-5.081E-12)  1.10E-06
  1.100E+00 1.74029E-18  0.000E+00 ( 1.205E-09,-5.365E-10) ( 1.016E-11,-4.521E-12)  1.64E-06
  1.200E+00 1.22900E-18  0.000E+00 ( 1.017E-09,-4.417E-10) ( 9.365E-12,-4.073E-12)  3.05E-06
  1.300E+00 8.92378E-19  0.000E+00 ( 8.695E-10,-3.692E-10) ( 8.660E-12,-3.673E-12)  3.42E-06
  1.400E+00 6.63538E-19  0.000E+00 ( 7.521E-10,-3.127E-10) ( 8.081E-12,-3.362E-12)  2.88E-06
  1.500E+00 5.03593E-19  0.000E+00 ( 6.572E-10,-2.677E-10) ( 7.557E-12,-3.077E-12)  1.74E-06
  1.600E+00 3.89051E-19  0.000E+00 ( 5.792E-10,-2.315E-10) ( 7.107E-12,-2.841E-12)  4.05E-07
  1.700E+00 3.05323E-19  0.000E+00 ( 5.143E-10,-2.018E-10) ( 6.706E-12,-2.632E-12)  9.33E-07
  1.800E+00 2.42947E-19  0.000E+00 ( 4.598E-10,-1.773E-10) ( 6.347E-12,-2.447E-12)  1.71E-06
  1.900E+00 1.95725E-19  0.000E+00 ( 4.136E-10,-1.569E-10) ( 6.029E-12,-2.287E-12)  1.94E-06
  2.000E+00 1.59440E-19  0.000E+00 ( 3.740E-10,-1.396E-10) ( 5.736E-12,-2.140E-12)  1.66E-06
  2.100E+00 1.31187E-19  0.000E+00 ( 3.399E-10,-1.249E-10) ( 5.476E-12,-2.013E-12)  9.94E-07
  2.200E+00 1.08928E-19  0.000E+00 ( 3.103E-10,-1.124E-10) ( 5.235E-12,-1.896E-12)  1.81E-07
  2.300E+00 9.11938E-20  0.000E+00 ( 2.844E-10,-1.015E-10) ( 5.016E-12,-1.790E-12)  6.52E-07
  2.400E+00 7.69290E-20  0.000E+00 ( 2.616E-10,-9.208E-11) ( 4.816E-12,-1.695E-12)  1.15E-06
  2.500E+00 6.53471E-20  0.000E+00 ( 2.414E-10,-8.385E-11) ( 4.629E-12,-1.607E-12)  1.29E-06
  2.600E+00 5.58658E-20  0.000E+00 ( 2.235E-10,-7.662E-11) ( 4.459E-12,-1.528E-12)  1.10E-06
  2.700E+00 4.80441E-20  0.000E+00 ( 2.076E-10,-7.025E-11) ( 4.299E-12,-1.455E-12)  6.42E-07
  2.800E+00 4.15444E-20  0.000E+00 ( 1.933E-10,-6.460E-11) ( 4.151E-12,-1.388E-12)  1.00E-07
  2.900E+00 3.61084E-20  0.000E+00 ( 1.804E-10,-5.958E-11) ( 4.013E-12,-1.325E-12)  5.04E-07
  3.000E+00 3.15330E-20  0.000E+00 ( 1.688E-10,-5.508E-11) ( 3.884E-12,-1.268E-12)  8.47E-07
  3.100E+00 2.76603E-20  0.000E+00 ( 1.582E-10,-5.106E-11) ( 3.763E-12,-1.214E-12)  9.35E-07
  3.200E+00 2.43644E-20  0.000E+00 ( 1.487E-10,-4.743E-11) ( 3.649E-12,-1.164E-12)  7.86E-07
  3.300E+00 2.15452E-20  0.000E+00 ( 1.399E-10,-4.416E-11) ( 3.543E-12,-1.118E-12)  4.44E-07
  3.400E+00 1.91224E-20  0.000E+00 ( 1.320E-10,-4.120E-11) ( 3.442E-12,-1.075E-12)  1.00E-07
  3.500E+00 1.70308E-20  0.000E+00 ( 1.246E-10,-3.851E-11) ( 3.347E-12,-1.034E-12)  4.12E-07
  3.600E+00 1.52177E-20  0.000E+00 ( 1.179E-10,-3.606E-11) ( 3.257E-12,-9.959E-13)  6.62E-07
  3.700E+00 1.36396E-20  0.000E+00 ( 1.117E-10,-3.382E-11) ( 3.172E-12,-9.600E-13)  7.16E-07
  3.800E+00 1.22610E-20  0.000E+00 ( 1.060E-10,-3.177E-11) ( 3.091E-12,-9.264E-13)  5.92E-07
  3.900E+00 1.10523E-20  0.000E+00 ( 1.007E-10,-2.990E-11) ( 3.014E-12,-8.946E-13)  3.21E-07
  4.000E+00 9.98889E-21  0.000E+00 ( 9.584E-11,-2.817E-11) ( 2.941E-12,-8.647E-13)  1.00E-07
  4.100E+00 9.05049E-21  0.000E+00 ( 9.130E-11,-2.658E-11) ( 2.872E-12,-8.363E-13)  3.50E-07
  4.200E+00 8.21975E-21  0.000E+00 ( 8.707E-11,-2.512E-11) ( 2.806E-12,-8.095E-13)  5.37E-07
  4.300E+00 7.48222E-21  0.000E+00 ( 8.312E-11,-2.376E-11) ( 2.743E-12,-7.841E-13)  5.70E-07
  4.400E+00 6.82562E-21  0.000E+00 ( 7.944E-11,-2.251E-11) ( 2.682E-12,-7.599E-13)  4.63E-07
  4.500E+00 6.23951E-21  0.000E+00 ( 7.600E-11,-2.134E-11) ( 2.624E-12,-7.371E-13)  2.39E-07
  4.600E+00 5.71502E-21  0.000E+00 ( 7.278E-11,-2.026E-11) ( 2.569E-12,-7.153E-13)  1.00E-07
  4.700E+00 5.24450E-21  0.000E+00 ( 6.976E-11,-1.926E-11) ( 2.516E-12,-6.945E-13)  3.05E-07
  4.800E+00 4.82145E-21  0.000E+00 ( 6.693E-11,-1.832E-11) ( 2.465E-12,-6.748E-13)  4.49E-07
  4.900E+00 4.44023E-21  0.000E+00 ( 6.426E-11,-1.744E-11) ( 2.416E-12,-6.559E-13)  4.67E-07
  5.000E+00 4.09596E-21  0.000E+00 ( 6.175E-11,-1.662E-11) ( 2.370E-12,-6.379E-13)  3.71E-07
  5.100E+00 3.78444E-21  0.000E+00 ( 5.939E-11,-1.586E-11) ( 2.325E-12,-6.207E-13)  1.81E-07
  5.200E+00 3.50199E-21  0.000E+00 ( 5.716E-11,-1.514E-11) ( 2.281E-12,-6.043E-13)  1.00E-07
  5.300E+00 3.24542E-21  0.000E+00 ( 5.505E-11,-1.447E-11) ( 2.239E-12,-5.885E-13)  2.70E-07
  5.400E+00 3.01192E-21  0.000E+00 ( 5.306E-11,-1.383E-11) ( 2.199E-12,-5.734E-13)  3.83E-07
  5.500E+00 2.79907E-21  0.000E+00 ( 5.117E-11,-1.324E-11) ( 2.160E-12,-5.590E-13)  3.90E-07
  5.600E+00 2.60470E-21  0.000E+00 ( 4.939E-11,-1.268E-11) ( 2.123E-12,-5.451E-13)  3.03E-07
  5.700E+00 2.42691E-21  0.000E+00 ( 4.769E-11,-1.215E-11) ( 2.087E-12,-5.318E-13)  1.38E-07
